Time [s],Value,ASCII
1.237911160000000,orphanedData Channel: -2 [B],8
1.238231520000000,orphanedData Channel: -2 [B],f
1.238551860000000,orphanedData Channel: -2 [B],8
1.238872200000000,orphanedData Channel: -2 [B],f
1.239192540000000,orphanedData Channel: -2 [B],5
1.239512900000000,orphanedData Channel: -2 [B],d
1.239833240000000,orphanedData Channel: -2 [B],a
1.240153580000000,orphanedData Channel: -2 [B],b
1.240473920000000,orphanedData Channel: -2 [B],8
1.240794260000000,orphanedData Channel: -2 [B],a
1.241114620000000,orphanedData Channel: -2 [B],7
1.241434960000000,orphanedData Channel: -2 [B],a
1.241755300000000,orphanedData Channel: -2 [B],d
1.242075640000000,orphanedData Channel: -2 [B],0
1.242396000000000,orphanedData Channel: -2 [B],\r
1.242716340000000,orphanedData Channel: -2 [B],\n
1.243036680000000,orphanedData Channel: -2 [B],[
1.243357020000000,orphanedData Channel: -2 [B],M
1.243677360000000,orphanedData Channel: -2 [B],S
1.243997720000000,orphanedData Channel: -2 [B],G
1.244318060000000,orphanedData Channel: -2 [B],]
1.244638400000000,orphanedData Channel: -2 [B], 
1.244958740000000,orphanedData Channel: -2 [B],A
1.245279100000000,orphanedData Channel: -2 [B],c
1.245599440000000,orphanedData Channel: -2 [B],t
1.245919780000000,orphanedData Channel: -2 [B],i
1.246240120000000,orphanedData Channel: -2 [B],v
1.246560480000000,orphanedData Channel: -2 [B],i
1.246880820000000,orphanedData Channel: -2 [B],t
1.247201160000000,orphanedData Channel: -2 [B],y
1.247521500000000,orphanedData Channel: -2 [B], 
1.247841840000000,orphanedData Channel: -2 [B],f
1.248162200000000,orphanedData Channel: -2 [B],r
1.248482540000000,orphanedData Channel: -2 [B],o
1.248802880000000,orphanedData Channel: -2 [B],m
1.249123220000000,orphanedData Channel: -2 [B],:
1.249443580000000,orphanedData Channel: -2 [B], 
1.249763920000000,orphanedData Channel: -2 [B],H
1.250084260000000,orphanedData Channel: -2 [B],T
1.250404600000000,orphanedData Channel: -2 [B],B
1.250724960000000,orphanedData Channel: -2 [B],{
1.251045300000000,orphanedData Channel: -2 [B],d
1.251365640000000,orphanedData Channel: -2 [B],3
1.251685980000000,orphanedData Channel: -2 [B],8
1.252006320000000,orphanedData Channel: -2 [B],u
1.252326680000000,orphanedData Channel: -2 [B],9
1.252647020000000,orphanedData Channel: -2 [B],9
1.252967360000000,orphanedData Channel: -2 [B],1
1.253287700000000,orphanedData Channel: -2 [B],n
1.253608060000000,orphanedData Channel: -2 [B],9
1.253928400000000,orphanedData Channel: -2 [B],_
1.254248740000000,orphanedData Channel: -2 [B],1
1.254569080000000,orphanedData Channel: -2 [B],n
1.254889440000000,orphanedData Channel: -2 [B],7
1.255209780000000,orphanedData Channel: -2 [B],3
1.255530120000000,orphanedData Channel: -2 [B],2
1.255850460000000,orphanedData Channel: -2 [B],f
1.256170820000000,orphanedData Channel: -2 [B],4
1.256491160000000,orphanedData Channel: -2 [B],c
1.256811500000000,orphanedData Channel: -2 [B],3
1.257131840000000,orphanedData Channel: -2 [B],5
1.257452200000000,orphanedData Channel: -2 [B],_
1.257772540000000,orphanedData Channel: -2 [B],c
1.258092880000000,orphanedData Channel: -2 [B],4
1.258413220000000,orphanedData Channel: -2 [B],n
1.258733580000000,orphanedData Channel: -2 [B],_
1.259053920000000,orphanedData Channel: -2 [B],8
1.259374260000000,orphanedData Channel: -2 [B],3
1.259694600000000,orphanedData Channel: -2 [B],_
1.260014960000000,orphanedData Channel: -2 [B],f
1.260335300000000,orphanedData Channel: -2 [B],0
1.260655640000000,orphanedData Channel: -2 [B],u
1.260975980000000,orphanedData Channel: -2 [B],n
1.261296340000000,orphanedData Channel: -2 [B],d
1.261616680000000,orphanedData Channel: -2 [B],_
1.261937020000000,orphanedData Channel: -2 [B],1
1.262257360000000,orphanedData Channel: -2 [B],n
1.262577720000000,orphanedData Channel: -2 [B],_
1.262898060000000,orphanedData Channel: -2 [B],4
1.263218400000000,orphanedData Channel: -2 [B],1
1.263538740000000,orphanedData Channel: -2 [B],m
1.263859100000000,orphanedData Channel: -2 [B],0
1.264179440000000,orphanedData Channel: -2 [B],5
1.264499780000000,orphanedData Channel: -2 [B],7
1.264820120000000,orphanedData Channel: -2 [B],_
1.265140480000000,orphanedData Channel: -2 [B],3
1.265460820000000,orphanedData Channel: -2 [B],v
1.265781160000000,orphanedData Channel: -2 [B],3
1.266101500000000,orphanedData Channel: -2 [B],2
1.266421860000000,orphanedData Channel: -2 [B],y
1.266742200000000,orphanedData Channel: -2 [B],_
1.267062540000000,orphanedData Channel: -2 [B],3
1.267382880000000,orphanedData Channel: -2 [B],m
1.267703240000000,orphanedData Channel: -2 [B],8
1.268023580000000,orphanedData Channel: -2 [B],3
1.268343920000000,orphanedData Channel: -2 [B],d
1.268664260000000,orphanedData Channel: -2 [B],d
1.268984620000000,orphanedData Channel: -2 [B],3
1.269304960000000,orphanedData Channel: -2 [B],d
1.269625300000000,orphanedData Channel: -2 [B],_
1.269945640000000,orphanedData Channel: -2 [B],d
1.270266000000000,orphanedData Channel: -2 [B],3
1.270586340000000,orphanedData Channel: -2 [B],v
1.270906680000000,orphanedData Channel: -2 [B],1
1.271227020000000,orphanedData Channel: -2 [B],c
1.271547380000000,orphanedData Channel: -2 [B],3
1.271867720000000,orphanedData Channel: -2 [B],!
1.272188060000000,orphanedData Channel: -2 [B],!
1.272508400000000,orphanedData Channel: -2 [B],5
1.272828760000000,orphanedData Channel: -2 [B],2
1.273149100000000,orphanedData Channel: -2 [B],}
1.273469440000000,orphanedData Channel: -2 [B],\r
1.273789780000000,orphanedData Channel: -2 [B],\n
